Gene,logFC,padj,p_value
ZNF507,0.3762898,NA,7.90E-01
DPY19L3,-0.0776635,NA,9.59E-01
ANKRD27,-1.0227455,NA,5.12E-01
NUDT19,1.0305058,NA,5.37E-01
TDRD12,-0.9163057,NA,4.75E-01
CEP89,0.0541466,NA,9.74E-01
RHPN2,-1.3106203,NA,5.05E-01
LRP3,-1.7480569,NA,2.90E-01
PEPD,-0.4108417,NA,7.76E-01
LSM14A,-0.2330978,NA,8.89E-01
GPI,0.5190123,NA,6.25E-01
WTIP,1.6182063,NA,1.62E-01
GRAMD1A,0.0688356,NA,9.64E-01
HPN-AS1,0.7692656,NA,6.39E-01
LSR,-1.715021,NA,2.16E-01
USF2,1.8778767,NA,2.30E-01
CD22,2.356002,NA,1.45E-01
LOC101927522,0.9458455,NA,5.68E-01
DMKN,0.409696,NA,7.24E-01
ATP4A,-0.4191926,NA,8.22E-01
HAUS5,-1.2102953,NA,4.01E-01
PROSER3,-0.2743688,NA,8.71E-01
LINC01529,-0.7240583,NA,5.94E-01
NPHS1,0.9456083,NA,4.48E-01
KIRREL2,-0.352952,NA,7.69E-01
CLIP3,-1.199605,NA,3.16E-01
THAP8,-0.6843998,NA,7.10E-01
WDR62,-0.089846,NA,9.44E-01
ZNF566-AS1,-0.8454215,NA,6.74E-01
ZNF529,-0.6152802,NA,7.17E-01
ZNF567,-1.7092098,NA,3.27E-01
ZNF383,-0.4871952,NA,7.83E-01
LOC284412,0.1430393,NA,9.15E-01
ZNF875,-1.4531355,NA,3.31E-01
YIF1B,-0.0775415,NA,9.54E-01
KCNK6,-0.9737233,NA,5.79E-01
CATSPERG,0.1872487,NA,8.71E-01
SPRED3,0.3428073,NA,8.24E-01
RASGRP4,-0.0854403,NA,9.47E-01
MAP4K1,0.313387,NA,8.50E-01
ACTN4,1.2756346,NA,2.92E-01
CAPN12,0.6546856,NA,7.24E-01
HNRNPL,1.463954,NA,3.48E-01
RINL,-0.2291571,NA,9.02E-01
SIRT2,-1.325588,NA,3.74E-01
ACP7,-1.7328783,NA,2.95E-01
PAK4,-0.7411637,NA,6.19E-01
SAMD4B,-0.8259062,NA,4.79E-01
MED29,-1.2638843,NA,4.00E-01
PLEKHG2,0.2584926,NA,8.17E-01
SUPT5H,1.6082773,NA,2.52E-01
TIMM50,-0.8309391,NA,6.51E-01
DYRK1B,0.72599,NA,7.13E-01
ZNF546,-0.4459743,NA,8.16E-01
ZNF780B,-1.5191831,NA,2.99E-01
MAP3K10,-0.4583087,NA,7.65E-01
C19orf47,0.3370374,NA,7.75E-01
PLD3,1.2229314,NA,4.18E-01
SPTBN4,0.6145241,NA,5.80E-01
SHKBP1,0.471418,NA,6.32E-01
LTBP4,1.4675405,NA,1.67E-01
NUMBL,-1.6940121,NA,1.41E-01
COQ8B,-0.9719328,NA,5.63E-01
RAB4B-EGLN2,1.4266981,NA,3.93E-01
EGLN2,1.0181336,NA,5.93E-01
CYP2A7,-0.0144781,NA,9.91E-01
AXL,0.2914619,NA,8.50E-01
HNRNPUL1,1.8432716,NA,1.46E-01
TGFB1,0.4198326,NA,7.87E-01
BCKDHA,-1.162885,NA,5.29E-01
CEACAM21,1.1191336,NA,4.97E-01
CEACAM4,-1.3970348,NA,4.33E-01
CEACAM5,0.2257959,NA,8.58E-01
RPS19,0.72718,NA,5.73E-01
ARHGEF1,1.4836996,NA,3.30E-01
RABAC1,-0.7902434,NA,6.41E-01
ATP1A3,1.6038777,NA,1.93E-01
GRIK5,0.8899258,NA,3.75E-01
POU2F2,-0.5446952,NA,6.87E-01
DEDD2,-0.5208421,NA,7.81E-01
GSK3A,-0.7537054,NA,6.52E-01
LIPE,0.5129246,NA,7.62E-01
CEACAM1,-0.3508415,NA,8.35E-01
PSG4,-1.4674699,NA,3.86E-01
CD177,0.6041387,NA,7.21E-01
PHLDB3,0.8466202,NA,6.54E-01
XRCC1,1.3478442,NA,4.77E-01
IRGQ,-0.6328908,NA,7.10E-01
ZNF428,-0.299362,NA,8.79E-01
SRRM5,-0.2527578,NA,8.94E-01
SMG9,-0.4715575,NA,7.45E-01
KCNN4,1.2325052,NA,4.94E-01
LYPD5,0.2166024,NA,8.91E-01
ZNF283,-0.433546,NA,7.57E-01
ZNF155,-1.1055202,NA,5.40E-01
ZNF284,-2.3513794,NA,1.56E-01
ZNF224,-1.8965018,NA,2.70E-01
ZNF225,-1.7183916,NA,2.99E-01
ZNF234,-3.02352,NA,6.83E-02
PVR,-1.261187,NA,3.49E-01
BCL3,-1.1912753,NA,4.23E-01
BCAM,-0.3069015,NA,7.75E-01
NECTIN2,1.9129243,NA,2.56E-01
TOMM40,-0.2500474,NA,8.53E-01
CLPTM1,0.2401158,NA,8.91E-01
CLASRP,1.0662815,NA,4.22E-01
PPP1R37,1.2251302,NA,4.88E-01
NKPD1,-1.0447652,NA,4.32E-01
MARK4,0.2765607,NA,8.08E-01
KLC3,2.2819325,NA,2.20E-01
ERCC2,0.4047072,NA,7.89E-01
PPP1R13L,1.2396142,NA,4.58E-01
ERCC1,-1.0844594,NA,4.42E-01
FOSB,-0.2274787,NA,8.96E-01
OPA3,0.9978491,NA,4.73E-01
GPR4,-0.1441931,NA,9.37E-01
EML2,0.1060879,NA,9.22E-01
GIPR,1.4919825,NA,3.34E-01
DMPK,-0.4121432,NA,7.69E-01
DMWD,1.9280302,NA,2.15E-01
RSPH6A,0.2190761,NA,9.08E-01
SYMPK,0.00978,NA,9.94E-01
NOVA2,0.0296812,NA,9.80E-01
IGFL2,0.0296887,NA,9.83E-01
HIF3A,-0.1648344,NA,9.08E-01
PPP5D1P,-0.4874323,NA,7.77E-01
CALM3,0.9481338,NA,5.21E-01
GNG8,-2.2664039,NA,9.88E-02
DACT3,0.5493806,NA,7.48E-01
PRKD2,2.1526702,NA,2.19E-01
STRN4,-0.3696064,NA,7.74E-01
ARHGAP35,0.9160399,NA,4.55E-01
ZC3H4,0.8450637,NA,5.63E-01
CCDC9,1.223195,NA,4.02E-01
DHX34,-0.2852141,NA,8.46E-01
MEIS3,-0.6896094,NA,5.26E-01
SLC8A2,-0.847464,NA,5.41E-01
NAPA,1.4045214,NA,3.07E-01
ZNF541,-0.2879965,NA,8.53E-01
NOP53,2.921112,NA,1.14E-01
PLA2G4C,0.3211522,NA,8.47E-01
LIG1,-0.816847,NA,4.80E-01
ZSWIM9,-1.1955401,NA,4.11E-01
CARD8,-0.8683652,NA,6.05E-01
ODAD1,0.1017115,NA,9.35E-01
GRIN2D,0.0603396,NA,9.62E-01
GRWD1,-0.0755976,NA,9.55E-01
CYTH2,-1.8169735,NA,2.59E-01
FAM83E,0.0954542,NA,9.60E-01
CA11,-1.7049383,NA,2.56E-01
MAMSTR,1.0836595,NA,5.59E-01
FUT1,-2.3308684,NA,2.88E-01
PLEKHA4,-0.9309143,NA,4.43E-01
NUCB1,-0.8052626,NA,6.67E-01
FTL,3.4755848,NA,9.48E-03
RUVBL2,0.7888679,NA,5.81E-01
CGB7,1.1682827,NA,4.49E-01
KCNA7,-0.9759043,NA,5.29E-01
SNRNP70,0.1904528,NA,9.04E-01
PPFIA3,-0.4713365,NA,7.04E-01
TRPM4,0.4817104,NA,7.15E-01
CD37,0.4656114,NA,8.07E-01
KASH5,0.6612058,NA,6.17E-01
SLC17A7,-0.545566,NA,7.41E-01
ALDH16A1,-0.9239041,NA,5.65E-01
FLT3LG,-1.0838592,NA,5.74E-01
RPL13A,1.6143526,NA,2.86E-01
RCN3,1.5503767,NA,3.76E-01
PRR12,-0.9642426,NA,4.01E-01
PRMT1,2.1725455,NA,1.06E-01
CPT1C,-0.1984218,NA,8.77E-01
AP2A1,-0.489638,NA,7.49E-01
FUZ,-0.6480835,NA,6.48E-01
MED25,0.9291383,NA,5.46E-01
PTOV1,-0.315361,NA,8.36E-01
NUP62,-1.5673727,NA,3.72E-01
SIGLEC11,-1.1623809,NA,5.03E-01
MYH14,-1.0811759,NA,3.74E-01
POLD1,-0.5041864,NA,7.66E-01
MYBPC2,0.3108652,NA,7.78E-01
EMC10,0.2172192,NA,8.51E-01
ASPDH,0.0707809,NA,9.67E-01
SYT3,-2.2663176,NA,1.57E-01
SHANK1,0.3053998,NA,7.42E-01
KLK10,-1.5350069,NA,2.61E-01
KLK11,-1.1383397,NA,4.51E-01
SIGLEC9,-1.4780638,NA,3.58E-01
CD33,0.478983,NA,7.35E-01
IGLON5,0.6686894,NA,7.30E-01
ETFB,-0.4216173,NA,8.20E-01
SIGLEC10,1.6844286,NA,3.35E-01
SIGLEC10-AS1,1.9294055,NA,2.77E-01
SPACA6,1.0910997,NA,5.29E-01
ZNF577,1.1053229,NA,3.74E-01
ZNF841,-1.1786314,NA,4.56E-01
ZNF766,-0.2868048,NA,8.69E-01
ZNF701,0.5785641,NA,7.20E-01
ZNF28,-0.4849834,NA,7.48E-01
ZNF320,1.731838,NA,2.01E-01
ZNF765,-2.0656451,NA,1.09E-01
ZNF765-ZNF761,-2.092841,NA,8.83E-02
ZNF331,-0.2054763,NA,8.73E-01
PRKCG,-0.0072803,NA,9.97E-01
CACNG8,-1.26484,NA,3.28E-01
PRPF31,0.8599019,NA,5.07E-01
CNOT3,-0.8641622,NA,6.31E-01
TMC4,0.26663,NA,8.77E-01
MBOAT7,0.5128198,NA,7.67E-01
LILRB3,-0.2435472,NA,8.69E-01
LILRB5,-0.8342211,NA,5.50E-01
LILRA4,-0.7420411,NA,7.07E-01
LAIR1,-1.9894579,NA,1.38E-01
TTYH1,0.7050958,NA,6.75E-01
LENG8,1.2090248,NA,4.22E-01
KIR3DX1,-1.3199449,NA,4.68E-01
LILRA1,-0.749311,NA,7.11E-01
LILRB1,-0.3881644,NA,8.03E-01
LILRP2,-0.8005767,NA,6.09E-01
RDH13,2.2180945,NA,1.16E-01
EPS8L1,1.0125374,NA,5.47E-01
PPP1R12C,1.8336599,NA,2.30E-01
TNNT1,-0.6278247,NA,6.85E-01
DNAAF3,-2.3512148,NA,1.21E-01
SYT5,0.9176087,NA,4.72E-01
PTPRH,0.6957242,NA,6.67E-01
PPP6R1,1.8276003,NA,1.88E-01
BRSK1,-1.7757967,NA,2.23E-01
TMEM150B,1.2190358,NA,3.92E-01
RPL28,-1.2975218,NA,3.86E-01
SHISA7,-0.6172231,NA,6.35E-01
SSC5D,1.5810852,NA,3.44E-01
FIZ1,1.2074744,NA,4.86E-01
ZNF865,-0.3616068,NA,8.33E-01
U2AF2,0.7542397,NA,6.62E-01
ZNF787,1.1162079,NA,5.05E-01
ZNF444,-0.682579,NA,6.24E-01
ZSCAN5A,-1.0743525,NA,5.03E-01
ZNF583,-1.417409,NA,3.78E-01
ZNF667,-0.4410183,NA,7.36E-01
PEG3,-0.0555967,NA,9.75E-01
ZNF772,2.4925967,NA,1.40E-01
ZNF773,-2.398785,NA,1.30E-01
ZNF530,1.0420451,NA,5.40E-01
ZNF211,-1.1832278,NA,4.09E-01
ZNF552,1.2725758,NA,4.55E-01
ZNF606,-1.1212012,NA,5.00E-01
ZSCAN1,-1.3094799,NA,4.07E-01
ZNF544,0.1413619,NA,9.28E-01
ZNF584,-1.0322726,NA,5.44E-01
ZNF324B,-0.7785531,NA,6.21E-01
ZNF324,-0.028818,NA,9.83E-01
SLC27A5,-0.6980116,NA,6.65E-01
ZBTB45,0.5853487,NA,6.87E-01
TRIM28,1.7255666,NA,2.54E-01
MZF1,-2.0517429,NA,1.90E-01
RBCK1,-0.7038115,NA,6.69E-01
CSNK2A1,0.0489109,NA,9.72E-01
FAM110A,1.8645331,NA,2.97E-01
ANGPT4,-1.7037163,NA,3.23E-01
PSMF1,0.6042439,NA,6.50E-01
SDCBP2-AS1,-0.9212821,NA,6.33E-01
NSFL1C,1.5704736,NA,4.13E-01
SIRPB2,-1.0528375,NA,5.01E-01
SIRPB1,-1.9360223,NA,2.61E-01
SIRPG,0.1877048,NA,9.16E-01
LOC107984088,0.3955315,NA,8.14E-01
SIRPA,-1.1666941,NA,2.85E-01
STK35,-0.1634428,NA,9.19E-01
TGM3,-1.5440873,NA,3.48E-01
TGM6,0.9714011,NA,4.79E-01
NOP56,-1.2141783,NA,4.48E-01
EBF4,-0.0967215,NA,9.54E-01
CPXM1,3.3246442,NA,1.03E-02
TMEM239,-1.329321,NA,3.91E-01
SLC4A11,0.0744191,NA,9.55E-01
DNAAF9,0.2339883,NA,8.63E-01
ATRN,-0.5915008,NA,6.15E-01
SIGLEC1,0.6872119,NA,5.83E-01
HSPA12B,0.0321528,NA,9.84E-01
SPEF1,2.2124775,NA,1.57E-01
CDC25B,-1.042271,NA,4.72E-01
AP5S1,-1.5481734,NA,4.30E-01
MAVS,-0.8427551,NA,4.53E-01
PANK2,0.6883086,NA,5.84E-01
SMOX,0.6887632,NA,6.69E-01
RASSF2,0.2138066,NA,8.58E-01
SLC23A2,-0.7627056,NA,6.41E-01
CDS2,-0.8919241,NA,4.97E-01
PROKR2,-1.6604932,NA,4.09E-01
GPCPD1,0.9366239,NA,5.73E-01
TRMT6,0.8954633,NA,6.14E-01
PLCB4,-1.490169,NA,3.91E-01
SLX4IP,-1.7933666,NA,2.46E-01
JAG1,-1.7387626,NA,1.21E-01
ISM1,-1.248574,NA,4.44E-01
LOC105372542,0.9275276,NA,6.10E-01
RRBP1,-1.637115,NA,1.15E-01
ZNF133,-1.6395691,NA,2.93E-01
SLC24A3,-0.819368,NA,6.16E-01
RIN2,0.1754539,NA,8.83E-01
CFAP61,0.4244867,NA,7.57E-01
RALGAPA2,0.3825196,NA,7.97E-01
XRN2,0.2280789,NA,9.04E-01
PAX1,1.4661824,NA,3.99E-01
CD93,2.4815334,NA,1.71E-01
SYNDIG1,0.0055538,NA,9.96E-01
APMAP,0.6105059,NA,7.31E-01
ACSS1,0.4554303,NA,7.65E-01
VSX1,0.7461204,NA,6.78E-01
ENTPD6,1.2529678,NA,4.35E-01
PYGB,0.0578801,NA,9.67E-01
NINL,-0.5979851,NA,5.77E-01
ZNF337,0.9637558,NA,5.67E-01
FAM182B,0.4617181,NA,7.56E-01
LOC101926935,1.2801032,NA,4.34E-01
FRG1BP,1.9606439,NA,1.45E-01
BCL2L1,2.3545073,NA,1.92E-01
TPX2,1.7919853,NA,2.87E-01
DUSP15,1.5161559,NA,3.46E-01
TTLL9,0.1228377,NA,9.47E-01
XKR7,0.3649111,NA,8.20E-01
HCK,2.5448295,NA,9.14E-02
TM9SF4,-0.2816411,NA,8.74E-01
KIF3B,-3.7502167,NA,2.30E-02
ASXL1,-0.0365436,NA,9.79E-01
C20orf203,-0.4937876,NA,7.40E-01
DNMT3B,-0.3695899,NA,7.71E-01
BPIFB2,-1.0748553,NA,5.12E-01
BPIFB3,-0.0832308,NA,9.59E-01
BPIFB4,-2.0525644,NA,1.93E-01
CBFA2T2,-1.7959228,NA,3.04E-01
PXMP4,-2.1017463,NA,1.41E-01
ZNF341,-0.8123376,NA,5.60E-01
RALY,0.8274226,NA,6.62E-01
AHCY,1.3311421,NA,2.68E-01
ITCH,-2.091839,NA,1.27E-01
MAP1LC3A,-0.057246,NA,9.72E-01
TP53INP2,-0.3822871,NA,8.22E-01
NCOA6,-0.557658,NA,7.65E-01
MYH7B,0.3133371,NA,7.85E-01
MMP24,-1.0128033,NA,5.74E-01
FAM83C,1.311163,NA,4.36E-01
FER1L4,-1.2650589,NA,3.49E-01
CPNE1,0.3186479,NA,8.47E-01
NFS1,0.1756275,NA,9.15E-01
RBM39,0.8925834,NA,5.36E-01
PHF20,-0.3112117,NA,8.59E-01
DLGAP4,0.8633593,NA,4.75E-01
MYL9,0.8325312,NA,5.42E-01
NDRG3,0.7254097,NA,6.78E-01
SOGA1,-0.0934935,NA,9.31E-01
SAMHD1,1.2563625,NA,3.99E-01
MROH8,-0.8508334,NA,7.12E-01
BLCAP,-0.3111396,NA,8.56E-01
RPRD1B,2.0266309,NA,2.58E-01
KIAA1755,0.0820423,NA,9.46E-01
RALGAPB,-0.3952043,NA,7.88E-01
ARHGAP40,4.9521641,NA,1.04E-03
PPP1R16B,0.0573312,NA,9.68E-01
LOC107985435,-1.1032472,NA,4.49E-01
TOP1,0.981375,NA,4.50E-01
PLCG1,1.3203895,NA,2.15E-01
ZHX3,0.863152,NA,5.77E-01
LPIN3,1.0081812,NA,4.99E-01
CHD6,-0.511821,NA,6.91E-01
PTPRT,-0.7087299,NA,4.77E-01
LOC105372624,-1.213343,NA,4.90E-01
SRSF6,0.9925298,NA,4.97E-01
L3MBTL1,0.4236732,NA,7.83E-01
MYBL2,-1.4337081,NA,3.82E-01
JPH2,-0.2286539,NA,8.52E-01
HNF4A,0.0555409,NA,9.70E-01
PKIG,-0.5620044,NA,7.26E-01
RIMS4,0.1464774,NA,9.21E-01
LINC02597,0.2769522,NA,8.93E-01
MATN4,-0.0955725,NA,9.57E-01
RBPJL,0.2957086,NA,8.73E-01
SYS1,-1.1833509,NA,4.63E-01
CTSA,2.6766411,NA,5.04E-02
PLTP,-0.8467515,NA,6.40E-01
ZNF335,-0.2868449,NA,8.50E-01
CDH22,-0.0828662,NA,9.55E-01
SLC35C2,1.3348875,NA,2.56E-01
ZNF334,-0.0775945,NA,9.55E-01
SLC2A10,-1.4401658,NA,3.11E-01
ZMYND8,-1.4059963,NA,4.00E-01
NCOA3,-0.7323253,NA,5.99E-01
SULF2,0.0822721,NA,9.55E-01
LOC105376980,-0.1699728,NA,8.54E-01
LOC105372637,-0.5562986,NA,7.01E-01
LOC105372639,-1.9760388,NA,1.91E-01
LOC105372640,-1.9533617,NA,1.34E-01
LOC105372645,-2.1149256,NA,1.48E-01
LOC107985439,-1.2129691,NA,5.06E-01
LOC105372647,-0.1372898,NA,8.87E-01
ARFGEF2,0.3041896,NA,8.11E-01
ZNFX1,0.7000203,NA,6.82E-01
KCNB1,-0.5756756,NA,7.19E-01
PTGIS,-1.5950157,NA,3.44E-01
B4GALT5,-0.354983,NA,8.45E-01
SLC9A8,0.2754892,NA,8.60E-01
SPATA2,-0.1271481,NA,9.58E-01
PEDS1-UBE2V1,0.4382936,NA,8.05E-01
UBE2V1,-1.1662288,NA,4.97E-01
PEDS1,-1.0145388,NA,5.27E-01
CEBPB-AS1,-0.6331971,NA,7.23E-01
RIPOR3,0.4410598,NA,7.16E-01
KCNG1,0.413896,NA,7.84E-01
NFATC2,-0.8910632,NA,5.63E-01
ATP9A,-0.4644484,NA,7.23E-01
TSHZ2,0.4003907,NA,7.89E-01
ZNF217,0.8270363,NA,6.60E-01
BMP7,-0.9197029,NA,5.66E-01
RBM38,1.561702,NA,3.97E-01
ZBP1,-0.5046054,NA,7.49E-01
PMEPA1,0.4202697,NA,8.12E-01
PPP4R1L,-2.6960189,NA,1.28E-01
RAB22A,-0.9240438,NA,5.20E-01
APCDD1L,-0.7339685,NA,6.03E-01
STX16-NPEPL1,0.3067851,NA,8.60E-01
NPEPL1,0.0666064,NA,9.69E-01
TUBB1,2.0862111,NA,1.71E-01
ZNF831,-0.49814,NA,6.76E-01
LOC107985430,-1.1459992,NA,3.69E-01
CDH26,-2.2545618,NA,1.13E-01
LOC105372699,-0.7630163,NA,6.24E-01
LSM14B,-0.8133778,NA,5.62E-01
SS18L1,-1.5447077,NA,1.96E-01
MTG2,0.0402647,NA,9.77E-01
HRH3,-0.2004327,NA,8.86E-01
LOC105369209,-0.1457129,NA,9.19E-01
CABLES2,-1.3683664,NA,4.36E-01
RBBP8NL,-0.0507759,NA,9.70E-01
LOC105372710,0.9773682,NA,5.20E-01
LOC105372711,-0.108438,NA,9.37E-01
CRMA,0.4344201,NA,7.66E-01
SLCO4A1,-0.1788792,NA,8.95E-01
NTSR1,-0.7769988,NA,6.25E-01
OGFR,0.9471729,NA,6.06E-01
COL9A3,0.0888787,NA,9.34E-01
DIDO1,0.6924,NA,5.31E-01
LOC105372719,0.4960529,NA,7.48E-01
NKAIN4,1.0515191,NA,5.28E-01
FLJ16779,-1.4144183,NA,3.19E-01
ARFGAP1,-1.5869185,NA,2.18E-01
CHRNA4,0.9802343,NA,4.91E-01
LOC100130587,0.4095442,NA,8.02E-01
EEF1A2,0.5837926,NA,7.69E-01
HELZ2,0.5721204,NA,5.96E-01
GMEB2,1.5980779,NA,3.34E-01
STMN3,0.2529367,NA,9.05E-01
RTEL1-TNFRSF6B,1.130101,NA,3.36E-01
RTEL1,0.2121378,NA,8.57E-01
ARFRP1,0.2228861,NA,9.11E-01
LIME1,-1.9978327,NA,1.92E-01
ZBTB46,-0.404126,NA,8.23E-01
TPD52L2,0.8931296,NA,6.30E-01
DNAJC5,0.2889976,NA,7.59E-01
UCKL1,-0.1834087,NA,9.12E-01
ZNF512B,-0.6007562,NA,6.64E-01
PRPF6,1.0377388,NA,3.26E-01
TCEA2,2.2726142,NA,1.17E-01
RGS19,2.4025134,NA,8.89E-02
MYT1,-1.1650337,NA,4.45E-01
LOC102723996,0.8893028,NA,6.18E-01
LOC102724219,0.1614723,NA,9.48E-01
CH507-42P11.6,1.1192186,NA,3.59E-01
LOC102724428,0.7202583,NA,6.57E-01
LOC107987289,1.1176932,NA,5.17E-01
LOC102724701,-1.3048895,NA,3.88E-01
LOC102724843,0.1699574,NA,9.02E-01
LOC110091777,0.1498517,NA,9.23E-01
MIR6724-1,0.7424897,NA,4.73E-01
MIR6724-2,1.3042894,NA,1.82E-01
MIR6724-3,1.5164599,NA,1.37E-01
TEKT4P2,0.9646754,NA,5.52E-01
LOC101930100,-1.0203579,NA,4.36E-01
NRIP1,0.7450085,NA,6.55E-01
USP25,0.5755019,NA,6.63E-01
MIR99AHG,-1.548859,NA,2.76E-01
NCAM2,-0.6428182,NA,5.91E-01
APP,0.9389344,NA,4.61E-01
CYYR1,0.2902696,NA,8.52E-01
TIAM1,1.1281537,NA,3.70E-01
CFAP298-TCP10L,0.689569,NA,6.34E-01
TCP10L,0.3125402,NA,8.60E-01
GART,-0.1567373,NA,9.20E-01
SON,1.4913112,NA,2.72E-01
SLC5A3,0.2205015,NA,8.97E-01
KCNE1,-1.6729029,NA,3.01E-01
RCAN1,0.5284459,NA,7.82E-01
RUNX1,-1.1625301,NA,4.79E-01
DOP1B,-0.0096844,NA,9.94E-01
SIM2,-2.9195329,NA,7.34E-02
LOC107985492,-0.3712351,NA,8.12E-01
HLCS,3.7458997,NA,6.83E-03
TTC3,0.7298547,NA,5.24E-01
DYRK1A,-0.9177726,NA,4.80E-01
KCNJ6,-0.4237434,NA,7.77E-01
KCNJ15,-0.5103675,NA,7.71E-01
ERG,-1.3516389,NA,4.18E-01
ETS2,-1.1015944,NA,4.48E-01
LINC02940,-0.1536379,NA,9.16E-01
LINC02943,1.7116052,NA,3.08E-01
BRWD1,-1.4681703,NA,2.88E-01
GET1,-0.956455,NA,5.07E-01
B3GALT5,-0.3916602,NA,8.23E-01
IGSF5,0.7339541,NA,6.23E-01
DSCAM,-0.9544942,NA,4.51E-01
BACE2,-2.9879994,NA,6.70E-02
PLAC4,-0.9227848,NA,5.33E-01
MX2,-1.255229,NA,4.18E-01
MX1,-0.3875885,NA,8.33E-01
C2CD2,1.024978,NA,5.64E-01
ZBTB21,-0.3368417,NA,8.40E-01
ZNF295-AS1,-0.5311671,NA,7.74E-01
LOC107985502,1.3592128,NA,3.64E-01
UMODL1,0.7814738,NA,6.51E-01
LOC105372814,1.0985301,NA,4.48E-01
UBASH3A,0.0688081,NA,9.58E-01
SLC37A1,0.941551,NA,5.72E-01
PDE9A,2.7213363,NA,7.87E-02
LOC105372816,-0.3984237,NA,8.24E-01
CBS,-0.1978308,NA,9.01E-01
LOC105372821,2.2967184,NA,1.14E-01
SIK1,1.3787057,NA,3.88E-01
HSF2BP,0.2612495,NA,8.05E-01
RRP1B,4.4153439,NA,2.20E-03
PDXK,-0.009182,NA,9.94E-01
RRP1,-0.7774146,NA,6.42E-01
AGPAT3,-0.6787324,NA,6.34E-01
TRAPPC10,-1.3432548,NA,3.01E-01
GATD3,0.4355337,NA,8.35E-01
LOC105377139,-0.5781762,NA,7.72E-01
ICOSLG,0.9769858,NA,4.42E-01
AIRE,0.5892836,NA,6.76E-01
PFKL,0.9429535,NA,4.31E-01
TSPEAR-AS1,-0.5027733,NA,7.58E-01
ITGB2,0.8952932,NA,4.05E-01
ITGB2-AS1,-1.5234438,NA,4.33E-01
LINC01547,-1.5707459,NA,3.68E-01
LOC107985497,0.1315589,NA,9.42E-01
ADARB1,-0.2160765,NA,8.39E-01
POFUT2,0.2024269,NA,9.07E-01
LINC00205,-0.2217414,NA,8.83E-01
SLC19A1,-0.1088973,NA,9.46E-01
PCBP3,-1.2579424,NA,3.79E-01
COL6A1,-1.9068173,NA,7.61E-02
LOC105372842,-1.0312497,NA,4.23E-01
COL6A2,1.1910039,NA,3.19E-01
FTCD,-0.1303836,NA,9.39E-01
SPATC1L,-1.0276502,NA,4.90E-01
MCM3AP,-0.5599835,NA,7.37E-01
YBEY,-1.214565,NA,3.90E-01
C21orf58,-1.6624503,NA,1.25E-01
DIP2A,-1.1689163,NA,4.41E-01
PRMT2,-0.1212144,NA,9.14E-01
DUXAP8,0.776592,NA,6.39E-01
IL17RA,-0.2521622,NA,8.73E-01
ADA2,-0.8388908,NA,6.04E-01
CECR2,-1.0744102,NA,4.63E-01
SLC25A18,-0.7661456,NA,6.28E-01
MICAL3,-0.1305751,NA,9.11E-01
PEX26,-0.5175428,NA,6.14E-01
USP18,0.2113238,NA,8.90E-01
FAM230D,-0.8592924,NA,5.34E-01
FAM230A,-0.8910688,NA,5.15E-01
TMEM191B,-0.8544602,NA,6.97E-01
PI4KAP1,-2.6251576,NA,6.16E-02
RIMBP3,-0.3959996,NA,6.94E-01
GGT3P,-0.5794842,NA,6.65E-01
POM121L15P,-0.7682229,NA,6.05E-01
DGCR5,-1.2976962,NA,4.27E-01
DGCR2,-0.3454814,NA,8.63E-01
ESS2,0.4691981,NA,7.83E-01
HIRA,0.8856929,NA,5.98E-01
SEPT5-GP1BB,1.5678932,NA,3.71E-01
LOC105372861,-0.4609633,NA,6.70E-01
TBX1,-0.9900013,NA,5.81E-01
GNB1L,-1.3133209,NA,3.00E-01
RTL10,0.037854,NA,9.80E-01
TXNRD2,1.3512942,NA,4.29E-01
ARVCF,-0.1515801,NA,9.23E-01
DGCR8,-0.2591222,NA,8.41E-01
CCDC188,1.4590772,NA,4.70E-01
LOC105372862,-0.8565647,NA,5.37E-01
LOC105372863,1.5231619,NA,2.61E-01
KLHL22,1.1613279,NA,5.15E-01
MED15,2.188533,NA,1.90E-01
CRKL,1.3672368,NA,4.34E-01
LZTR1,-1.0634473,NA,4.82E-01
P2RX6,-0.4265392,NA,7.49E-01
LRRC74B,-0.1050192,NA,9.38E-01
BCRP2,-0.7633292,NA,6.21E-01
FAM230B,-0.7464172,NA,5.94E-01
GGT2P,0.9280898,NA,4.69E-01
POM121L8P,0.1207648,NA,9.08E-01
FAM230H,-0.1411183,NA,9.21E-01
RIMBP3B,-0.1461508,NA,8.86E-01
HIC2,0.2555826,NA,8.62E-01
PI4KAP2,-0.8570129,NA,4.36E-01
RIMBP3C,-0.1432694,NA,9.02E-01
UBE2L3,-0.7213117,NA,6.03E-01
CCDC116,0.7229232,NA,6.59E-01
PPIL2,0.1207697,NA,9.36E-01
PPM1F-AS1,0.0365314,NA,9.83E-01
TOP3B,-1.2921077,NA,3.32E-01
POM121L1P,1.5057845,NA,3.13E-01
GNAZ,0.2379145,NA,8.36E-01
RAB36,0.5798366,NA,7.37E-01
GUSBP11,1.1898391,NA,5.20E-01
C22orf15,1.5208873,NA,4.01E-01
SMARCB1,-0.2974926,NA,8.01E-01
SLC2A11,0.0333139,NA,9.86E-01
CABIN1,0.2436537,NA,8.43E-01
SUSD2,0.0731902,NA,9.58E-01
GGT5,-1.2918096,NA,3.28E-01
